keyword_id,campaign_id,ad_id,keyword_text,match_type,quality_score,statut
KW00191,CAMP0009,AD00046,tableau de bord financier,Exact,7,Enabled
KW00192,CAMP0009,AD00041,solution paiement entreprise,Exact,5,Enabled
KW00193,CAMP0010,AD00049,open banking,Broad,4,Enabled
KW00194,CAMP0010,AD00047,prêt entreprise rapide,Exact,8,Enabled
KW00195,CAMP0011,AD00052,open banking,Exact,7,Enabled
KW00196,CAMP0011,AD00052,logiciel comptabilité PME,Phrase,7,Enabled
KW00197,CAMP0012,AD00058,brand bootcamp dévelo,Exact,8,Enabled
KW00198,CAMP0012,AD00056,brand certification P,Broad,8,Enabled
KW00199,CAMP0012,AD00060,brand formation power,Exact,9,Enabled
KW00200,CAMP0012,AD00056,brand certification P,Broad,9,Enabled
KW00201,CAMP0012,AD00056,brand certification P,Phrase,7,Paused
KW00202,CAMP0012,AD00060,brand cours en ligne ,Exact,7,Paused
KW00203,CAMP0012,AD00058,brand apprendre pytho,Exact,8,Enabled
KW00204,CAMP0012,AD00057,brand MBA en ligne,Phrase,8,Enabled
KW00205,CAMP0012,AD00060,brand formation power,Phrase,7,Enabled
KW00206,CAMP0012,AD00059,brand cours en ligne ,Phrase,8,Paused
KW00207,CAMP0012,AD00061,brand certification P,Exact,7,Enabled
KW00208,CAMP0012,AD00059,brand formation marke,Phrase,8,Enabled
KW00209,CAMP0012,AD00057,brand cours en ligne ,Phrase,7,Enabled
KW00210,CAMP0012,AD00059,brand masterclass exc,Exact,8,Enabled
KW00211,CAMP0012,AD00058,brand formation conti,Exact,9,Paused
KW00212,CAMP0013,AD00063,masterclass excel,Exact,9,Enabled
KW00213,CAMP0013,AD00065,masterclass excel,Exact,8,Enabled
KW00214,CAMP0013,AD00064,cours en ligne data,Broad,6,Enabled
KW00215,CAMP0013,AD00064,formation continue cadre,Phrase,8,Enabled
KW00216,CAMP0013,AD00064,formation marketing digital,Phrase,8,Enabled
KW00217,CAMP0013,AD00065,formation power bi,Phrase,7,Paused
KW00218,CAMP0013,AD00063,masterclass excel,Exact,7,Enabled
KW00219,CAMP0013,AD00065,bootcamp développement web,Exact,7,Enabled
KW00220,CAMP0013,AD00062,apprendre python,Broad,7,Paused
KW00221,CAMP0013,AD00063,certification PMP,Phrase,7,Enabled
KW00222,CAMP0013,AD00062,formation power bi,Exact,8,Enabled
KW00223,CAMP0013,AD00063,formation marketing digital,Phrase,5,Enabled
KW00224,CAMP0013,AD00064,formation marketing digital,Phrase,4,Enabled
KW00225,CAMP0013,AD00062,cours en ligne data,Exact,5,Enabled
KW00226,CAMP0013,AD00065,cours en ligne data,Phrase,3,Enabled
KW00227,CAMP0013,AD00064,cours anglais professionnel,Exact,6,Enabled
KW00228,CAMP0013,AD00062,apprendre python,Exact,3,Paused
KW00229,CAMP0013,AD00063,formation continue cadre,Exact,8,Enabled
KW00230,CAMP0013,AD00065,masterclass excel,Phrase,8,Enabled
KW00231,CAMP0013,AD00062,bootcamp développement web,Broad,7,Paused
KW00232,CAMP0013,AD00065,cours en ligne data,Broad,3,Enabled
KW00233,CAMP0013,AD00064,certification PMP,Phrase,3,Enabled
KW00234,CAMP0013,AD00065,cours anglais professionnel,Phrase,0,Enabled
KW00235,CAMP0013,AD00062,MBA en ligne,Exact,8,Enabled
KW00236,CAMP0013,AD00062,masterclass excel,Broad,8,Enabled
KW00237,CAMP0013,AD00064,MBA en ligne,Phrase,7,Enabled
KW00238,CAMP0013,AD00062,MBA en ligne,Broad,7,Enabled
KW00239,CAMP0013,AD00065,MBA en ligne,Exact,9,Enabled
KW00240,CAMP0013,AD00065,cours anglais professionnel,Phrase,11,Enabled
KW00241,CAMP0013,AD00064,formation power bi,Exact,7,Enabled
KW00242,CAMP0013,AD00063,formation continue cadre,Exact,7,Enabled
KW00243,CAMP0013,AD00065,apprendre python,Exact,6,Enabled
KW00244,CAMP0014,AD00068,cours anglais professionnel,Exact,7,Enabled
KW00245,CAMP0014,AD00066,formation marketing digital,Phrase,7,Enabled
KW00246,CAMP0014,AD00066,formation continue cadre,Phrase,7,Enabled
KW00247,CAMP0015,AD00073,bootcamp développement web,Exact,7,Enabled
KW00248,CAMP0015,AD00071,MBA en ligne,Phrase,9,Enabled
KW00249,CAMP0015,AD00070,formation power bi,Broad,10,Enabled
KW00250,CAMP0016,AD00077,formation continue cadre,Broad,5,Enabled
KW00251,CAMP0016,AD00077,formation marketing digital,Broad,9,Enabled
KW00252,CAMP0017,AD00079,brand hôtel business ,Exact,8,Paused
KW00253,CAMP0017,AD00083,brand voyage côte ivo,Exact,8,Enabled
KW00254,CAMP0017,AD00079,brand séjour all incl,Exact,9,Enabled
KW00255,CAMP0017,AD00082,brand circuit afrique,Exact,10,Enabled
KW00256,CAMP0017,AD00084,brand séjour all incl,Phrase,9,Paused
KW00257,CAMP0017,AD00086,brand hôtel sénégal p,Phrase,9,Paused
KW00258,CAMP0017,AD00086,brand hôtel business ,Phrase,9,Enabled
KW00259,CAMP0017,AD00085,brand meilleur hotel ,Phrase,7,Paused
KW00260,CAMP0017,AD00082,brand hôtel sénégal p,Exact,8,Enabled
KW00261,CAMP0017,AD00085,brand hôtel 5 étoiles,Phrase,7,Enabled
KW00262,CAMP0017,AD00079,brand package weekend,Broad,8,Enabled
KW00263,CAMP0017,AD00079,brand réservation dir,Exact,10,Enabled
KW00264,CAMP0017,AD00086,brand séjour all incl,Exact,10,Enabled
KW00265,CAMP0017,AD00086,brand voyage côte ivo,Phrase,10,Enabled
KW00266,CAMP0017,AD00086,brand voyage côte ivo,Exact,8,Enabled
KW00267,CAMP0017,AD00079,brand meilleur hotel ,Exact,8,Enabled
KW00268,CAMP0017,AD00083,brand voyage côte ivo,Phrase,10,Enabled
KW00269,CAMP0017,AD00083,brand hôtel business ,Phrase,8,Enabled
KW00270,CAMP0017,AD00079,brand hotel abidjan p,Phrase,8,Enabled
KW00271,CAMP0018,AD00089,meilleur hotel dakar,Broad,2,Enabled
KW00272,CAMP0018,AD00088,hôtel business cocody,Broad,10,Enabled
KW00273,CAMP0018,AD00090,voyage côte ivoire,Broad,8,Enabled
KW00274,CAMP0018,AD00087,hôtel business cocody,Phrase,4,Enabled
KW00275,CAMP0018,AD00089,hôtel business cocody,Exact,3,Enabled
KW00276,CAMP0018,AD00089,meilleur hotel dakar,Phrase,7,Enabled
KW00277,CAMP0018,AD00087,package weekend,Broad,7,Enabled
KW00278,CAMP0018,AD00089,séjour all inclusive,Phrase,7,Enabled
KW00279,CAMP0018,AD00089,réservation directe hotel,Exact,3,Enabled
KW00280,CAMP0018,AD00090,voyage côte ivoire,Phrase,7,Enabled
KW00281,CAMP0018,AD00087,meilleur hotel dakar,Broad,5,Enabled
KW00282,CAMP0018,AD00090,voyage côte ivoire,Broad,2,Enabled
KW00283,CAMP0018,AD00087,réservation directe hotel,Exact,3,Enabled
KW00284,CAMP0018,AD00090,voyage côte ivoire,Phrase,6,Enabled
KW00285,CAMP0018,AD00087,circuit afrique de l ouest,Broad,1,Enabled
KW00286,CAMP0018,AD00090,voyage côte ivoire,Exact,8,Paused
KW00287,CAMP0018,AD00090,meilleur hotel dakar,Phrase,5,Enabled
KW00288,CAMP0018,AD00089,circuit afrique de l ouest,Exact,7,Enabled
KW00289,CAMP0018,AD00088,séjour all inclusive,Exact,5,Enabled
KW00290,CAMP0019,AD00093,séjour all inclusive,Phrase,2,Enabled
KW00291,CAMP0019,AD00094,circuit afrique de l ouest,Broad,4,Enabled
KW00292,CAMP0019,AD00093,voyage côte ivoire,Phrase,4,Enabled
KW00293,CAMP0019,AD00092,séjour all inclusive,Exact,4,Paused
KW00294,CAMP0019,AD00093,séjour all inclusive,Phrase,8,Enabled
KW00295,CAMP0019,AD00092,package weekend,Phrase,6,Enabled
KW00296,CAMP0019,AD00091,package weekend,Broad,7,Enabled
KW00297,CAMP0019,AD00091,réservation directe hotel,Phrase,6,Enabled
KW00298,CAMP0019,AD00092,hôtel sénégal pas cher,Phrase,5,Enabled
KW00299,CAMP0019,AD00094,package weekend,Phrase,8,Enabled
KW00300,CAMP0019,AD00094,circuit afrique de l ouest,Phrase,4,Enabled
KW00301,CAMP0019,AD00093,circuit afrique de l ouest,Exact,6,Enabled
KW00302,CAMP0019,AD00094,package weekend,Exact,8,Enabled
KW00303,CAMP0019,AD00093,hôtel 5 étoiles abidjan,Phrase,6,Enabled
KW00304,CAMP0019,AD00092,meilleur hotel dakar,Broad,5,Enabled
KW00305,CAMP0019,AD00094,réservation directe hotel,Phrase,7,Paused
KW00306,CAMP0019,AD00092,hotel abidjan plateau,Exact,0,Enabled
KW00307,CAMP0019,AD00094,hotel abidjan plateau,Exact,8,Enabled
KW00308,CAMP0019,AD00092,réservation directe hotel,Phrase,7,Enabled
KW00309,CAMP0019,AD00094,hôtel sénégal pas cher,Phrase,7,Enabled
KW00310,CAMP0019,AD00093,circuit afrique de l ouest,Phrase,8,Paused
KW00311,CAMP0019,AD00092,meilleur hotel dakar,Exact,7,Enabled
KW00312,CAMP0019,AD00091,package weekend,Phrase,3,Enabled
KW00313,CAMP0020,AD00095,package weekend,Broad,8,Enabled
KW00314,CAMP0020,AD00096,voyage côte ivoire,Phrase,6,Paused
KW00315,CAMP0021,AD00101,hotel abidjan plateau,Phrase,11,Enabled
KW00316,CAMP0021,AD00099,package weekend,Exact,8,Enabled
KW00317,CAMP0021,AD00098,hôtel 5 étoiles abidjan,Broad,7,Enabled
KW00318,CAMP0022,AD00106,brand matériel labo,Phrase,8,Enabled
KW00319,CAMP0022,AD00106,brand équipement médi,Exact,8,Paused
KW00320,CAMP0022,AD00105,brand équipement médi,Phrase,10,Enabled
KW00321,CAMP0022,AD00102,brand équipement médi,Exact,7,Paused
KW00322,CAMP0022,AD00104,brand équipement médi,Exact,7,Paused
KW00323,CAMP0022,AD00102,brand consommables mé,Exact,10,Enabled
KW00324,CAMP0022,AD00103,brand formation premi,Exact,8,Paused
KW00325,CAMP0022,AD00102,brand tensiomètre pro,Phrase,10,Enabled
KW00326,CAMP0022,AD00102,brand équipement médi,Exact,7,Paused
KW00327,CAMP0022,AD00103,brand défibrillateur ,Phrase,8,Enabled
KW00328,CAMP0022,AD00105,brand solution e-sant,Exact,11,Enabled
KW00329,CAMP0022,AD00106,brand tensiomètre pro,Phrase,10,Paused
KW00330,CAMP0022,AD00103,brand fournisseur mat,Broad,8,Enabled
KW00331,CAMP0022,AD00103,brand matériel labo,Exact,9,Enabled
KW00332,CAMP0022,AD00103,brand tensiomètre pro,Phrase,8,Enabled
KW00333,CAMP0022,AD00103,brand défibrillateur ,Phrase,7,Enabled
KW00334,CAMP0022,AD00106,brand formation premi,Broad,10,Enabled
KW00335,CAMP0022,AD00104,brand défibrillateur ,Exact,9,Enabled
KW00336,CAMP0022,AD00105,brand matériel labo,Phrase,8,Enabled
KW00337,CAMP0022,AD00103,brand mobilier cliniq,Exact,9,Enabled
KW00338,CAMP0022,AD00105,brand équipement médi,Phrase,9,Enabled
KW00339,CAMP0022,AD00105,brand solution e-sant,Phrase,7,Enabled
KW00340,CAMP0022,AD00105,brand tensiomètre pro,Phrase,8,Enabled
KW00341,CAMP0022,AD00105,brand consommables mé,Exact,10,Enabled
KW00342,CAMP0022,AD00104,brand matériel labo,Phrase,9,Enabled
KW00343,CAMP0022,AD00106,brand mobilier cliniq,Phrase,9,Enabled
KW00344,CAMP0022,AD00105,brand défibrillateur ,Phrase,8,Enabled
KW00345,CAMP0022,AD00106,brand consommables mé,Broad,8,Enabled
KW00346,CAMP0022,AD00104,brand défibrillateur ,Exact,7,Enabled
KW00347,CAMP0023,AD00110,consommables médicaux,Phrase,8,Enabled
KW00348,CAMP0023,AD00108,matériel labo,Broad,4,Enabled
KW00349,CAMP0023,AD00107,solution e-santé,Phrase,6,Enabled
KW00350,CAMP0023,AD00108,fournisseur matériel hôpital,Phrase,7,Enabled
KW00351,CAMP0023,AD00113,fournisseur matériel hôpital,Exact,3,Enabled
KW00352,CAMP0023,AD00111,formation premiers secours,Exact,7,Enabled
KW00353,CAMP0023,AD00108,matériel labo,Phrase,2,Enabled
KW00354,CAMP0023,AD00110,mobilier clinique,Phrase,8,Paused
KW00355,CAMP0023,AD00112,tensiomètre professionnel,Phrase,3,Enabled
KW00356,CAMP0023,AD00108,solution e-santé,Phrase,4,Paused
KW00357,CAMP0023,AD00112,matériel labo,Phrase,3,Paused
KW00358,CAMP0023,AD00111,matériel labo,Broad,6,Enabled
KW00359,CAMP0023,AD00109,tensiomètre professionnel,Phrase,8,Enabled
KW00360,CAMP0023,AD00110,mobilier clinique,Phrase,7,Enabled
KW00361,CAMP0023,AD00109,tensiomètre professionnel,Exact,7,Enabled
KW00362,CAMP0023,AD00112,équipement médical PME,Exact,3,Enabled
KW00363,CAMP0023,AD00111,logiciel cabinet médical,Phrase,8,Enabled
KW00364,CAMP0023,AD00113,défibrillateur entreprise,Phrase,4,Enabled
KW00365,CAMP0023,AD00112,solution e-santé,Exact,8,Enabled
KW00366,CAMP0023,AD00110,matériel labo,Exact,3,Enabled
KW00367,CAMP0023,AD00112,tensiomètre professionnel,Broad,7,Enabled
KW00368,CAMP0024,AD00115,défibrillateur entreprise,Exact,3,Enabled
KW00369,CAMP0024,AD00114,solution e-santé,Broad,7,Enabled
KW00370,CAMP0025,AD00117,défibrillateur entreprise,Broad,5,Enabled
KW00371,CAMP0025,AD00118,consommables médicaux,Phrase,3,Enabled
KW00372,CAMP0025,AD00118,équipement médical PME,Phrase,9,Enabled
